root_626,root_888,fafb_match,malecns_match,cell_type,super_class,neurotransmitter_predicted,sexually_dimorphic,region
720575941568183086,720575941568183086,720575940620131824,466614,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941461926852,720575941461926852,720575940626012433,160284,ORN_VA4,sensory,acetylcholine,isomorphic,central_brain
720575941553122587,720575941553122587,720575940614147178,151472,ORN_VA3,sensory,acetylcholine,isomorphic,central_brain
720575941670236849,720575941670236849,720575940629162870,160284,ORN_VA4,sensory,acetylcholine,isomorphic,central_brain
720575941432222734,720575941432222734,720575940624671490,143937,ORN_VM7v,sensory,acetylcholine,isomorphic,central_brain
720575941567485742,720575941567485742,720575940633422490,141122,ORN_VC1,sensory,acetylcholine,isomorphic,central_brain
720575941565905206,720575941565905206,720575940632351513,141122,ORN_VC1,sensory,acetylcholine,isomorphic,central_brain
720575941653205265,720575941653205265,720575940615856779,519546,ORN_VA3,sensory,acetylcholine,isomorphic,central_brain
720575941414421652,720575941414421652,720575940620686324,143937,ORN_VM7v,sensory,acetylcholine,isomorphic,central_brain
720575941490795751,720575941490795751,720575940633422490,127290,ORN_VC1,sensory,acetylcholine,isomorphic,central_brain
720575941477450014,720575941575982493,720575940617483318,203974,ORN_VM5d,sensory,acetylcholine,isomorphic,central_brain
720575941604169662,720575941604169662,720575940626016017,418840426,LB1e,sensory,acetylcholine,isomorphic,central_brain
720575941503319895,720575941503319895,720575940624227509,218206,ORN_VL2p,sensory,acetylcholine,isomorphic,central_brain
720575941613507548,720575941613507548,720575940623624084,173087,BM_Vib,sensory,acetylcholine,isomorphic,central_brain
720575941645036961,720575941645036961,720575940631217782,157520,ORN_DM1,sensory,acetylcholine,isomorphic,central_brain
720575941558096676,720575941558096676,720575940617063325,435333,BM_InOm,sensory,octopamine,isomorphic,central_brain
720575941393669782,720575941393669782,720575940617166882,1037165389,ORN_VM2,sensory,acetylcholine,isomorphic,central_brain
720575941531687397,720575941531687397,720575940638249917,75932,ORN_VM6v,sensory,acetylcholine,isomorphic,central_brain
720575941534151346,720575941534151346,720575940626553993,69606,ORN_VM6v,sensory,acetylcholine,isomorphic,central_brain
720575941449707086,720575941449707086,720575940629226044,593224,ORN_VM1,sensory,acetylcholine,isomorphic,central_brain
720575941410220715,720575941410220715,720575940629226044,593224,ORN_VM1,sensory,acetylcholine,isomorphic,central_brain
720575941479385568,720575941479385568,720575940616793669,593224,ORN_VM1,sensory,acetylcholine,isomorphic,central_brain
720575941633569184,720575941633569184,720575940611475370,593224,ORN_VM1,sensory,acetylcholine,isomorphic,central_brain
720575941553671047,720575941553671047,720575940634365620,289691,ORN_VM5d,sensory,acetylcholine,isomorphic,central_brain
720575941527025318,720575941527025318,720575940626851471,593224,ORN_VM1,sensory,acetylcholine,isomorphic,central_brain
720575941599308841,720575941599308841,720575940613736941,532301,ORN_VC5,sensory,acetylcholine,isomorphic,central_brain
720575941530456011,720575941530456011,720575940616561035,348727044,BM_InOm,sensory,glutamate,isomorphic,central_brain
720575941556494500,720575941556494500,720575940629226044,593224,ORN_VM1,sensory,acetylcholine,isomorphic,central_brain
720575941441020623,720575941441020623,720575940629226044,593224,ORN_VM1,sensory,acetylcholine,isomorphic,central_brain
720575941668964529,720575941668964529,720575940611475370,593224,ORN_VM1,sensory,acetylcholine,isomorphic,central_brain
720575941574956041,720575941574956041,720575940625814274,307312,ORN_VM6v,sensory,acetylcholine,isomorphic,central_brain
720575941557613604,720575941557613604,720575940622375389,590460,ORN_VM6v,sensory,acetylcholine,isomorphic,central_brain
720575941498056571,720575941498056571,720575940620028080,442779736,ORN_VA2,sensory,acetylcholine,isomorphic,central_brain
720575941553614746,720575941553614746,720575940634733537,590460,ORN_VM6v,sensory,acetylcholine,isomorphic,central_brain
720575941526121497,720575941526121497,720575940622146698,828816343,BM_InOm,sensory,gaba,isomorphic,central_brain
720575941601533414,720575941601533414,720575940638249917,75932,ORN_VM6v,sensory,acetylcholine,isomorphic,central_brain
720575941536932323,720575941590035780,720575940638389437,555319,TRN_VP2,sensory,acetylcholine,isomorphic,central_brain
720575941614443417,720575941614443417,720575940609098286,237046948,BM_InOm,sensory,gaba,isomorphic,central_brain
720575941524141387,720575941524141387,720575940633422490,141122,ORN_VC1,sensory,acetylcholine,isomorphic,central_brain
720575941645422536,720575941645422536,720575940639246195,525229,ORN_VA4,sensory,acetylcholine,isomorphic,central_brain
720575941526118937,720575941526118937,720575940622643661,249245,BM_InOm,sensory,octopamine,isomorphic,central_brain
720575941452397737,720575941452397737,720575940611837938,1018025506,BM_InOm,sensory,octopamine,isomorphic,central_brain
720575941514218563,720575941514218563,720575940610208046,794490506,BM_InOm,sensory,octopamine,isomorphic,central_brain
720575941563259026,720575941646829512,720575940639601752,513687,BM_Taste,sensory,acetylcholine,isomorphic,central_brain
720575941414446481,720575941414446481,720575940623988971,85753,BM_Taste,sensory,acetylcholine,isomorphic,central_brain
720575941603690942,720575941603690942,720575940625868184,239977,HRN_VP4,sensory,acetylcholine,isomorphic,central_brain
720575941688508534,720575941412310699,720575940620422413,535965,JO-B,sensory,acetylcholine,isomorphic,central_brain
720575941493478320,720575941646844360,720575940621373680,292082,ORN_VL2a,sensory,acetylcholine,isomorphic,central_brain
720575941590400254,720575941590400254,720575940629837628,794490506,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941606392685,720575941606392685,720575940632081439,827600769,BM_InOm,sensory,glutamate,isomorphic,central_brain
720575941689998744,720575941689998744,720575940627685864,397384,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941498906018,720575941554613895,720575940621244510,185437,JO-E,sensory,acetylcholine,isomorphic,central_brain
720575941614253331,720575941614253331,720575940604524465,195910,BM_InOm,sensory,gaba,isomorphic,central_brain
720575941595608869,720575941595608869,720575940637844157,837029745,BM_InOm,sensory,,isomorphic,central_brain
720575941565938839,720575941565938839,720575940637844157,837029745,BM_InOm,sensory,octopamine,isomorphic,central_brain
720575941475416891,720575941475416891,720575940628826172,466614,BM_InOm,sensory,,isomorphic,central_brain
720575941453291945,720575941453291945,720575940615750318,308087,JO-A,sensory,gaba,isomorphic,central_brain
720575941549802557,720575941549802557,720575940614636950,579599548,BM_InOm,sensory,octopamine,isomorphic,central_brain
720575941644402632,720575941644402632,720575940622643661,794490506,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941431354465,720575941431354465,720575940626769304,99612,ORN_DL2d,sensory,acetylcholine,isomorphic,central_brain
720575941625313162,720575941625313162,720575940625680074,249245,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941595923333,720575941595923333,720575940645611652,183009,claw_tpGRN,sensory,acetylcholine,isomorphic,central_brain
720575941520119223,720575941520119223,720575940627572200,309593,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941723020090,720575941723020090,720575940621077253,535965,JO-B,sensory,acetylcholine,isomorphic,central_brain
720575941479509634,720575941479509634,720575940629837628,262241,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941414293652,720575941414293652,720575940632081439,692859019,BM_InOm,sensory,octopamine,isomorphic,central_brain
720575941610946406,720575941610946406,720575940626773009,323027797,BM_InOm,sensory,octopamine,isomorphic,central_brain
720575941577002856,720575941577002856,720575940634648568,285620,ORN_VM4,sensory,acetylcholine,isomorphic,central_brain
720575941589872894,720575941589872894,720575940630196588,175062,ORN_VC5,sensory,acetylcholine,isomorphic,central_brain
720575941409103663,720575941409103663,720575940623509256,261548,ORN_VM4,sensory,acetylcholine,isomorphic,central_brain
720575941559125007,720575941559125007,720575940621051501,407325,JO-F,sensory,acetylcholine,isomorphic,central_brain
720575941613004307,720575941613004307,720575940630654539,95104,ENS3,sensory,serotonin,isomorphic,central_brain
720575941481137999,720575941481137999,720575940626925480,123737608,ORN_VL1,sensory,acetylcholine,isomorphic,central_brain
720575941628903462,720575941627348682,720575940627327938,520134,SNcb01,sensory,serotonin,isomorphic,central_brain
720575941469593309,720575941469593309,720575940622146698,934425,BM_InOm,sensory,octopamine,isomorphic,central_brain
720575941618423935,720575941618423935,720575940637661838,85753,BM_Taste,sensory,acetylcholine,isomorphic,central_brain
720575941598044828,720575941598044828,720575940625841214,262241,BM_InOm,sensory,octopamine,isomorphic,central_brain
720575941470823799,720575941470823799,720575940626867786,229434,BM_InOm,sensory,gaba,isomorphic,central_brain
720575941638477429,720575941638477429,720575940617041728,70171,TRN_VP2,sensory,acetylcholine,isomorphic,central_brain
720575941498712905,720575941498712905,720575940629837628,1018025506,BM_InOm,sensory,octopamine,isomorphic,central_brain
720575941563745938,720575941563745938,720575940627752443,249245,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941589437508,720575941589437508,720575940645108936,134712,ENS1,sensory,acetylcholine,isomorphic,central_brain
720575941626871609,720575941626871609,720575940622277400,325980,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941531506123,720575941531506123,720575940620511732,948367089,ORN_V,sensory,acetylcholine,isomorphic,central_brain
720575941490856142,720575941490856142,720575940632081439,345432,BM_InOm,sensory,octopamine,isomorphic,central_brain
720575941471738379,720575941492490700,720575940620133568,953978,ORN_DC4,sensory,acetylcholine,isomorphic,central_brain
720575941628488742,720575941628488742,720575940632081439,325980,BM_InOm,sensory,octopamine,isomorphic,central_brain
720575941510683408,720575941510683408,720575940613118610,82328,ORN_DP1m,sensory,acetylcholine,isomorphic,central_brain
720575941515305731,720575941515305731,720575940604972209,300535,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941527006630,720575941527006630,720575940624834547,841588314,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941490882761,720575941490882761,720575940612029297,270708,JO-B,sensory,acetylcholine,isomorphic,central_brain
720575941630763244,720575941630763244,720575940628589438,285970,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941548589089,720575941548589089,720575940623057642,184586,BM_vOcci_vPoOr,sensory,acetylcholine,isomorphic,central_brain
720575941630826476,720575941630826476,720575940617063325,794490506,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941392665238,720575941392665238,720575940631468831,435333,BM_InOm,sensory,octopamine,isomorphic,central_brain
720575941523727947,720575941523727947,720575940621308540,362462060,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941496794496,720575941496794496,720575940621593972,31055,JO-F,sensory,acetylcholine,isomorphic,central_brain
720575941671263399,720575941671263399,720575940632081439,300535,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941401511971,720575941401511971,720575940631468831,969739619,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941553491610,720575941553491610,720575940628896299,344928887,JO-B,sensory,,isomorphic,central_brain
720575941634309081,720575941634309081,720575940622857827,270708,JO-B,sensory,acetylcholine,isomorphic,central_brain
720575941732563243,720575941732563243,720575940624625388,21476,CB1918,central_brain_intrinsic,gaba,isomorphic,central_brain
720575941655597017,720575941655597017,720575940626149578,383609,JO-F,sensory,acetylcholine,isomorphic,central_brain
720575941565044322,720575941565044322,720575940625929765,762295104,JO-F,sensory,acetylcholine,isomorphic,central_brain
720575941585734790,720575941585734790,720575940608491019,762295104,JO-F,sensory,acetylcholine,isomorphic,central_brain
720575941467696150,720575941467696150,720575940623151565,383609,JO-F,sensory,acetylcholine,isomorphic,central_brain
720575941431339951,720575941431339951,720575940621286405,400246414,ORN_V,sensory,acetylcholine,isomorphic,central_brain
720575941573307387,720575941573307387,720575940626956298,346129,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941448161044,720575941448161044,720575940625718576,86166,BM_Taste,sensory,acetylcholine,isomorphic,central_brain
720575941616679893,720575941616679893,720575940632081439,794490506,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941498114121,720575941498114121,720575940625680074,429535,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941497512059,720575941497512059,720575940621051501,205095020,JO-F,sensory,acetylcholine,isomorphic,central_brain
720575941703755482,720575941703755482,720575940611057506,205095020,JO-F,sensory,acetylcholine,isomorphic,central_brain
720575941401648419,720575941401648419,720575940623189739,205095020,BM_FrOr,sensory,acetylcholine,isomorphic,central_brain
720575941514391116,720575941514391116,720575940626606594,383609,JO-F,sensory,acetylcholine,isomorphic,central_brain
720575941604116158,720575941604116158,720575940615230175,383609,JO-F,sensory,acetylcholine,isomorphic,central_brain
720575941465868630,720575941465868630,720575940614684834,383609,JO-F,sensory,acetylcholine,isomorphic,central_brain
720575941628843302,720575941628843302,720575940613428008,323027797,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941572451912,720575941572451912,720575940625841214,397384,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941615104665,720575941615104665,720575940621051501,156608300,JO-F,sensory,acetylcholine,isomorphic,central_brain
720575941575975528,720575941575975528,720575940621051501,205095020,JO-F,sensory,acetylcholine,isomorphic,central_brain
720575941642784594,720575941642784594,720575940615856345,555319,TRN_VP2,sensory,acetylcholine,isomorphic,central_brain
720575941405216624,720575941405216624,720575940630835195,666801768,ORN_DM6,sensory,acetylcholine,isomorphic,central_brain
720575941565144374,720575941565144374,720575940609732654,182225468,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941503630786,720575941503630786,720575940645611652,183009,claw_tpGRN,sensory,acetylcholine,isomorphic,central_brain
720575941632069317,720575941632069317,720575940625841214,301023,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941560410669,720575941560410669,720575940627752443,250448176,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941506292549,720575941506292549,720575940624284308,249245,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941413955473,720575941413955473,720575940625680074,249245,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941449616821,720575941449616821,720575940610208046,364355,BM_InOm,sensory,octopamine,isomorphic,central_brain
720575941553558682,720575941553558682,720575940617063325,302835,BM_InOm,sensory,octopamine,isomorphic,central_brain
720575941627172409,720575941627172409,720575940625680074,291322,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941498067579,720575941498067579,720575940626606594,126095791,JO-F,sensory,acetylcholine,isomorphic,central_brain
720575941611028397,720575941611028397,720575940627572200,249245,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941462778512,720575941462778512,720575940618738853,186878,ORN_V,sensory,acetylcholine,isomorphic,central_brain
720575941619200383,720575941479018561,720575940635114347,234846,ORN_VL2p,sensory,acetylcholine,isomorphic,central_brain
720575941506136599,720575941506136599,720575940622526355,520907,ORN_VC3,sensory,acetylcholine,isomorphic,central_brain
720575941592628075,720575941592628075,720575940638300486,249245,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941614887577,720575941614887577,720575940612955107,969739619,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941479379936,720575941479379936,720575940625680074,104545248,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941465822550,720575941465822550,720575940625680074,827600769,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941529019524,720575941585772383,720575940609065774,519546,ORN_VA3,sensory,acetylcholine,isomorphic,central_brain
720575941452704681,720575941452704681,720575940616704581,188343,ORN_VA4,sensory,acetylcholine,isomorphic,central_brain
720575941681486269,720575941681486269,720575940609065774,519546,ORN_VA3,sensory,acetylcholine,isomorphic,central_brain
720575941412529007,720575941412529007,720575940628993900,162742,ORN_VA3,sensory,acetylcholine,isomorphic,central_brain
720575941590969484,720575941590969484,720575940618606983,143937,ORN_VM7v,sensory,acetylcholine,isomorphic,central_brain
720575941598734748,720575941598734748,720575940631247431,174444965,ORN_VA4,sensory,acetylcholine,isomorphic,central_brain
720575941652212977,720575941652212977,720575940609065774,519546,ORN_VA3,sensory,acetylcholine,isomorphic,central_brain
720575941412032623,720575941412032623,720575940621509759,388541892,LB3a,sensory,acetylcholine,isomorphic,central_brain
720575941649112120,720575941649112120,720575940632880173,422510463,LB3b,sensory,acetylcholine,isomorphic,central_brain
720575941654655956,720575941654655956,720575940620709185,262241,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941564742807,720575941564742807,720575940621051501,205095020,JO-F,sensory,acetylcholine,isomorphic,central_brain
720575941502922327,720575941502922327,720575940645611652,176139,claw_tpGRN,sensory,acetylcholine,isomorphic,central_brain
720575941625283018,720575941625283018,720575940617825563,240470,ORN_DM1,sensory,acetylcholine,isomorphic,central_brain
720575941651421937,720575941651421937,720575940651933686,262699,BM_InOm,sensory,octopamine,isomorphic,central_brain
720575941600174633,720575941600174633,720575940629752204,158715,BM_MaPa,sensory,acetylcholine,isomorphic,central_brain
720575941415926556,720575941415926556,720575940646785924,65986,TRN_VP1m,sensory,acetylcholine,isomorphic,central_brain
720575941534124120,720575941534124120,720575940623209703,514424,HRN_VP1d,sensory,acetylcholine,isomorphic,central_brain
720575941504552898,720575941504552898,720575940626553993,69606,ORN_VM6v,sensory,acetylcholine,isomorphic,central_brain
720575941466682134,720575941466682134,720575940620459702,897061253,HRN_VP5,sensory,acetylcholine,isomorphic,central_brain
720575941430265080,720575941430265080,720575940625491556,249245,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941655646232,720575941655646232,720575940632081439,300535,BM_InOm,sensory,glutamate,isomorphic,central_brain
720575941532969859,720575941532969859,720575940617063325,435333,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941440708187,720575941440708187,720575940620989556,184586,BM_vOcci_vPoOr,sensory,acetylcholine,isomorphic,central_brain
720575941656129592,720575941656129592,720575940646163235,184586,BM_vOcci_vPoOr,sensory,acetylcholine,isomorphic,central_brain
720575941604127678,720575941604127678,720575940621308540,346129,BM_InOm,sensory,octopamine,isomorphic,central_brain
720575941656638776,720575941656638776,720575940625680074,346129,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941575179958,720575941575179958,720575940626956298,346129,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941546109372,720575941546109372,720575940621308540,346129,BM_InOm,sensory,octopamine,isomorphic,central_brain
720575941520602295,720575941520602295,720575940626956298,249245,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941657871696,720575941657871696,720575940632081439,325980,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941470797175,720575941470797175,720575940627572200,249245,BM_InOm,sensory,glutamate,isomorphic,central_brain
720575941532981123,720575941532981123,720575940624834547,591826527,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941578935541,720575941578935541,720575940624976572,111660,LB1e,sensory,acetylcholine,isomorphic,central_brain
720575941574342301,720575941574342301,720575940613428008,262241,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941610231626,720575941610231626,720575940642063245,934247,JO-A,sensory,acetylcholine,isomorphic,central_brain
720575941581367673,720575941581367673,720575940645524003,104431,ENS3,sensory,serotonin,isomorphic,central_brain
720575941514166737,720575941514166737,720575940620983637,104431,ENS3,sensory,serotonin,isomorphic,central_brain
720575941437761836,720575941437761836,720575940609732654,309593,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941667158771,720575941667158771,720575940620709185,1033806156,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941536469274,720575941536469274,720575940625841214,260788,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941667501233,720575941667501233,720575940626741265,932780,JO-B,sensory,acetylcholine,isomorphic,central_brain
720575941473360224,720575941473360224,720575940632081439,794490506,BM_InOm,sensory,octopamine,isomorphic,central_brain
720575941485733126,720575941485733126,720575940635596901,189107,ORN_VA6,sensory,acetylcholine,isomorphic,central_brain
720575941498578249,720575941498578249,720575940616561035,262853,BM_InOm,sensory,octopamine,isomorphic,central_brain
720575941679800765,720575941679800765,720575940628818023,246573,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941426847316,720575941426847316,720575940623793741,251420,TRN_VP1m,sensory,acetylcholine,isomorphic,central_brain
720575941516883091,720575941516883091,720575940627752443,249245,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941503850839,720575941503850839,720575940625841214,397384,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941644010853,720575941644010853,720575940621593972,535512,JO-F,sensory,acetylcholine,isomorphic,central_brain
720575941662788220,720575941662788220,720575940620602236,239977,HRN_VP4,sensory,acetylcholine,isomorphic,central_brain
720575941437490450,720575941437490450,720575940627674630,635767367,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941482336963,720575941482336963,720575940625213898,94487,IbSpsP,central_brain_intrinsic,acetylcholine,isomorphic,central_brain
720575941485530253,720575941485530253,720575940626256992,238902,HRN_VP4,sensory,acetylcholine,isomorphic,central_brain
720575941689579928,720575941689579928,720575940627752443,798773698,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941689612440,720575941689612440,720575940632081439,325980,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941689666523,720575941689666523,720575940625542172,289180,BM_InOm,sensory,octopamine,isomorphic,central_brain
720575941515691667,720575941515691667,720575940625680074,428438,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941545549756,720575941590029124,720575940621308540,209503,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941701135834,720575941701135834,720575940627388056,135456,OCC02b,visual_centrifugal,,isomorphic,central_brain
720575941701962202,720575941701962202,720575940632081439,300535,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941573750173,720575941573750173,720575940632081439,182225468,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941449667662,720575941449667662,720575940618590262,249245,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941536043457,720575941536043457,720575940632081439,345432,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941535047361,720575941535047361,720575940645611652,183009,claw_tpGRN,sensory,acetylcholine,isomorphic,central_brain
720575941687797110,720575941687797110,720575940645611652,183009,claw_tpGRN,sensory,acetylcholine,isomorphic,central_brain
720575941592896363,720575941592896363,720575940645611652,156079,claw_tpGRN,sensory,acetylcholine,isomorphic,central_brain
720575941611526889,720575941451471197,720575940616098354,513687,BM_Taste,sensory,acetylcholine,isomorphic,central_brain
720575941525839874,720575941525839874,720575940616395101,50566,BM_FrOr,sensory,acetylcholine,isomorphic,central_brain
720575941632332741,720575941632332741,720575940636487598,199308,LB3a,sensory,acetylcholine,isomorphic,central_brain
720575941572697246,720575941572697246,720575940618706043,516218,LB3d,sensory,acetylcholine,isomorphic,central_brain
720575941543888901,720575941543888901,720575940622200233,163597,LB3b,sensory,glutamate,isomorphic,central_brain
720575941643689573,720575941643689573,720575940629416318,163395,LB1a,sensory,acetylcholine,isomorphic,central_brain
720575941604179646,720575941604179646,720575940628081393,81935,BM_MaPa,sensory,acetylcholine,isomorphic,central_brain
720575941498917026,720575941498917026,720575940611345813,101318,BM_Vib,sensory,acetylcholine,isomorphic,central_brain
720575941444065962,720575941444065962,720575940622749709,390191,BM_MaPa,sensory,acetylcholine,isomorphic,central_brain
720575941625553354,720575941625553354,720575940639970392,534437,JO-B,sensory,acetylcholine,isomorphic,central_brain
720575941591992360,720575941591992360,720575940620953254,53338,TPMN2,sensory,acetylcholine,isomorphic,central_brain
720575941498106697,720575941498106697,720575940624849040,231047,ORN_VA3,sensory,acetylcholine,isomorphic,central_brain
720575941731270955,720575941731270955,720575940621501609,300535,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941506023845,720575941506023845,720575940630379126,262241,BM_InOm,sensory,glutamate,isomorphic,central_brain
720575941527745702,720575941527745702,720575940624820861,149458,AN19B099,ascending,acetylcholine,isomorphic,ventral_nerve_cord
720575941490126540,720575941490126540,720575940620634537,443183,HRN_VP4,sensory,acetylcholine,isomorphic,central_brain
720575941625309851,720575941625309851,720575940626282298,531701,ORN_DC4,sensory,acetylcholine,isomorphic,central_brain
720575941507669889,720575941507669889,720575940619419757,105395,ORN_DM1,sensory,acetylcholine,isomorphic,central_brain
720575941450710350,720575941450710350,720575940623164856,100451,SAF,central_brain_intrinsic,glutamate,isomorphic,central_brain
720575941476100638,720575941476100638,720575940627467779,177248,BM_dOcci,sensory,acetylcholine,isomorphic,central_brain
720575941667483123,720575941667483123,720575940624355051,177248,BM_dPoOr,sensory,acetylcholine,isomorphic,central_brain
720575941564319495,720575941564319495,720575940627467779,177248,BM_dOcci,sensory,acetylcholine,isomorphic,central_brain
720575941507404834,720575941507404834,720575940625680074,370737,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941499557601,720575941499557601,720575940637850557,281132698,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941566121319,720575941566121319,720575940630607756,342366,BM_InOm,sensory,octopamine,isomorphic,central_brain
720575941644368840,720575941644368840,720575940613781983,226587,BM_InOm,sensory,acetylcholine,isomorphic,central_brain
720575941496697216,720575941454250665,720575940612557994,14846,DNp39,descending,acetylcholine,isomorphic,central_brain
720575941515862883,720575941527791641,720575940634815327,138616,CB2954,central_brain_intrinsic,dopamine,isomorphic,central_brain
720575941554038426,720575941554038426,720575940637468735,119709,SLP188,central_brain_intrinsic,gaba,isomorphic,central_brain
720575941515899747,720575941515899747,720575940620304321,56264,SAD047,central_brain_intrinsic,glutamate,isomorphic,central_brain
720575941570040052,720575941503134347,720575940621292996,166967,PFNp_d,central_brain_intrinsic,acetylcholine,isomorphic,central_brain
720575941598243776,720575941598243776,720575940622559882,168653,vDeltaL,central_brain_intrinsic,acetylcholine,isomorphic,central_brain
720575941688309878,720575941688309878,720575940615155910,62710,SMP409,central_brain_intrinsic,dopamine,isomorphic,central_brain
720575941427337300,720575941427337300,720575940627820026,338148,CB1396,central_brain_intrinsic,glutamate,isomorphic,central_brain
720575941596715141,720575941596715141,720575940615816605,53772,SMP526,central_brain_intrinsic,dopamine,isomorphic,central_brain
720575941466988630,720575941466988630,720575940626196732,16908,FB4O,central_brain_intrinsic,glutamate,isomorphic,central_brain
720575941431296248,720575941562887981,720575940633949613,521017,CL269,central_brain_intrinsic,dopamine,isomorphic,central_brain
720575941584079711,720575941584079711,720575940613966573,25043,CB3382,central_brain_intrinsic,dopamine,isomorphic,central_brain
720575941566214759,720575941567390823,720575940626199177,150881,LHPV5g2,central_brain_intrinsic,dopamine,isomorphic,central_brain
720575941629385510,720575941629385510,720575940617968286,169090,FS4A,central_brain_intrinsic,dopamine,isomorphic,central_brain
720575941552146431,720575941552146431,720575940630734895,153106,LHPV5b3,central_brain_intrinsic,dopamine,isomorphic,central_brain
720575941552814398,720575941436259982,720575940635175023,36144,CB1448,central_brain_intrinsic,dopamine,isomorphic,central_brain
720575941565431815,720575941565431815,720575940619360065,606196441,BM_Taste,sensory,acetylcholine,isomorphic,central_brain
720575941448124692,720575941448124692,720575940628825348,31769,DNge115,descending,acetylcholine,isomorphic,central_brain
720575941404699504,720575941404699504,720575940620496555,50515,SMP191,central_brain_intrinsic,dopamine,isomorphic,central_brain
720575941533701763,720575941533701763,720575940622292257,11904,PVLP097,central_brain_intrinsic,gaba,isomorphic,central_brain
720575941488181456,720575941505460930,720575940632351898,60609,CB1355,central_brain_intrinsic,acetylcholine,isomorphic,central_brain
720575941486716813,720575941644696165,720575940611930481,14514,LHPV8a1,central_brain_intrinsic,dopamine,isomorphic,central_brain
720575941442078811,720575941442078811,720575940621322634,156120,AN07B085,ascending,acetylcholine,isomorphic,ventral_nerve_cord
720575941652694769,720575941652694769,720575940618165019,14237,MN11D,motor,acetylcholine,isomorphic,central_brain
720575941511593938,720575941483123395,720575940631097462,99882,LAL023,central_brain_intrinsic,acetylcholine,isomorphic,central_brain
720575941452472391,720575941452472391,720575940624214798,19636,AVLP522,central_brain_intrinsic,dopamine,isomorphic,central_brain
720575941611665325,720575941611665325,720575940613151911,102878,FB8I,central_brain_intrinsic,glutamate,isomorphic,central_brain
720575941611379530,720575941565157010,720575940620744152,56994,SLP359,central_brain_intrinsic,dopamine,isomorphic,central_brain
